Category,Sub-Category,Artist,Title,Carousel Info,Available,Visible
Health & Wellness,Reduce Stress & Boost Mental Strength,"Halle Berry, Dr. Judith Joseph...",The Magic of Menopause,,false,false
Health & Wellness,Reduce Stress & Boost Mental Strength,RuPaul,Self-Expression and Authenticity,,false,false
Health & Wellness,Reduce Stress & Boost Mental Strength,"Dr. Shereene Idriss, Dr. Michelle Henry...",Skin Health,,false,false
Health & Wellness,Reduce Stress & Boost Mental Strength,Robin Arzón,Mental Strength,,false,false
Health & Wellness,Reduce Stress & Boost Mental Strength,"Carol Dweck, David Yeager...",The Power of Mindset,,false,false
Health & Wellness,Reduce Stress & Boost Mental Strength,Donna Farhi,Yoga Foundations,,false,false
Health & Wellness,Reduce Stress & Boost Mental Strength,Hillary Rodham Clinton,The Power of Resilience,,false,false
Health & Wellness,Reduce Stress & Boost Mental Strength,Dr. Alexandra Solomon,In Practice: Managing Back-to-School Stress,,false,false
Health & Wellness,Reduce Stress & Boost Mental Strength,Diane von Furstenberg,Building a Fashion Brand,,false,false
Health & Wellness,Reduce Stress & Boost Mental Strength,Doris Kearns Goodwin,U.S. Presidential History and Leadership,,false,false
Health & Wellness,Reduce Stress & Boost Mental Strength,"Dr. Wendy Suzuki, Dr. Lisa Feldman...",Brain Health,,false,false
Health & Wellness,Reduce Stress & Boost Mental Strength,Ramit Sethi,Financial Wellness,,false,false
Health & Wellness,Reduce Stress & Boost Mental Strength,Dr. Peter Attia,Dr. Peter Attia,,false,false
Music,Improve Your Vocal Performance Skills,Alicia Keys,Songwriting and Producing,,false,true
Music,Improve Your Vocal Performance Skills,Mariah Carey,The Voice as an Instrument,,false,true
Music,Improve Your Vocal Performance Skills,Christina Aguilera,Singing,,false,true
Music,Improve Your Vocal Performance Skills,Christina Aguilera,Elevate your Singing and Stage Presence,,false,true
Music,Improve Your Vocal Performance Skills,John Legend,Songwriting,,false,true
Music,Improve Your Vocal Performance Skills,Reba McEntire,Country Music,,false,true
Music,Improve Your Vocal Performance Skills,St Vincent,Creativity and Songwriting,,false,true
Music,Learn a New Musical Instrument,Ringo Starr,Drumming & Creative Collaboration,,false,true
Music,Learn a New Musical Instrument,Carlos Santana,The Art and Soul of Guitar,,false,true
Music,Learn a New Musical Instrument,Jake Shimabukuro,‘Ukulele,,false,true
Music,Learn a New Musical Instrument,Itzhak Perlman,Violin,,false,true
Music,Learn a New Musical Instrument,St Vincent,Creativity and Songwriting,,false,false
Music,Learn a New Musical Instrument,Sheila E,Drumming and Percussion,,false,true
Music,Learn a New Musical Instrument,Tom Morello,Electric Guitar,,false,true
Music,Learn a New Musical Instrument,Herbie Hancock,Jazz,,false,true
Outdoor Adventures & Events,Develop Your Outdoor Survival Skills,Alex Honnold & Tommy Caldwell,Rock Climbing,,false,true
Outdoor Adventures & Events,Develop Your Outdoor Survival Skills,Jessie Krebs,Wilderness survival,,false,true
Outdoor Adventures & Events,Develop Your Outdoor Survival Skills,Jimmy Chin,Adventure Photography,,false,false
Outdoor Adventures & Events,Embrace Eco-Friendly Living & Gardening,Maurice Harris,Design Stunning Floral Arrangements,,false,false
Outdoor Adventures & Events,Embrace Eco-Friendly Living & Gardening,Alice Waters,the Art of Home Cooking,,false,true
Outdoor Adventures & Events,Embrace Eco-Friendly Living & Gardening,"David Zilber, Dr. Emeran Mayer, and Erica Sonnenburg & Justin...",Gut Health,,false,true
Outdoor Adventures & Events,Embrace Eco-Friendly Living & Gardening,Bill Nye,Science and Problem-Solving,,false,false
Outdoor Adventures & Events,Embrace Eco-Friendly Living & Gardening,Ron Finley,Gardening,,false,false
Outdoor Adventures & Events,Embrace Eco-Friendly Living & Gardening,Michael Pollan,Intentional Eating,,false,false
Outdoor Adventures & Events,Embrace Eco-Friendly Living & Gardening,Dr Jane Goodall,Conservation,,false,true
Outdoor Adventures & Events,"Host an Epic Wedding, Event or Party",Maurice Harris,Design Stunning Floral Arrangements,,false,false
Outdoor Adventures & Events,"Host an Epic Wedding, Event or Party",Alice Waters,the Art of Home Cooking,,false,false
Outdoor Adventures & Events,"Host an Epic Wedding, Event or Party",Mindy Weiss,Plan Your Dream Wedding,,false,true
Outdoor Adventures & Events,"Host an Epic Wedding, Event or Party",Yotam Ottolenghi,Modern Middle Eastern Cooking,,false,false
Outdoor Adventures & Events,"Study, Train & Care For Animals",Brandon McMillan,Dog Training,,false,true
Outdoor Adventures & Events,"Study, Train & Care For Animals",Dr Jane Goodall,Conservation,,false,false
Science & Technology,Innovate With Emerging Technologies,Yo-Yo Ma,Music and Connection,,false,true
Science & Technology,Innovate With Emerging Technologies,"Ethan Mollick, Allie K. Miller, Don Allen III, and Manuel Sainsily",Achieve More With GenAI,,false,true
Science & Technology,Innovate With Emerging Technologies,"Amy Webb, Conor Grennan, and Nichol Bradford",AI Strategy at Work,,false,true
Science & Technology,Innovate With Emerging Technologies,Paul Krugman,Economics,,false,false
Science & Technology,Innovate With Emerging Technologies,Martha Stewart,"Think Like a Boss, Live Like a Legend",,false,false
Science & Technology,Innovate With Emerging Technologies,James Cameron,Filmmaking,,false,false
Science & Technology,Innovate With Emerging Technologies,Rosalind Brewer,Business Innovation,,false,false
Science & Technology,Innovate With Emerging Technologies,"Paul Nakasone, Chris Krebs, and Nicole Perlroth",Cyberwarfare: The Front Line Is You,,false,true
Science & Technology,Innovate With Emerging Technologies,"Chris Dixon, Changpeng ""CZ"" Zhao, Emilie Choi, and Paul Krugman",Crypto and the Blockchain,,false,true
Science & Technology,Live Sustainably With Science,"David Zilber, Dr. Emeran Mayer, and Erica Sonnenburg & Justin...",Gut Health,,false,false
Science & Technology,Live Sustainably With Science,Bill Nye,Science and Problem-Solving,,false,false
Science & Technology,Live Sustainably With Science,Chris Hadfield,Space exploration,,false,true
Science & Technology,Live Sustainably With Science,"Dr. Wendy Suzuki, Dr. Lisa Feldman Barrett, Dr. Uma Naidoo, and...",Brain Health,,false,true
Science & Technology,Live Sustainably With Science,Dr Jane Goodall,Conservation,,false,false
Science & Technology,Unlock the Secrets of Space,"Chris Voss, Chris Hadfield, Condoleezza Rice, and Stephen Hadley",Crisis Day,,false,true
Science & Technology,Unlock the Secrets of Space,Bill Nye,Science and Problem-Solving,,false,false
Science & Technology,Unlock the Secrets of Space,Chris Hadfield,Space Exploration,,false,false
Science & Technology,Unlock the Secrets of Space,Richard Branson,Disruptive Entrepreneurship,,false,false
Science & Technology,Unlock the Secrets of Space,Neil deGrasse Tyson,Scientific Thinking and Communication,,false,false
Science & Technology,Use Behavioral Science to Read Others,Jay Shetty,Navigating Change,,false,false
Science & Technology,Use Behavioral Science to Read Others,Will Wright,Game Design and Theory,,false,false
Science & Technology,Use Behavioral Science to Read Others,Coach K,Values-Driven Leadership,,false,false
Science & Technology,Use Behavioral Science to Read Others,Chris Voss,The Art of Negotiation,,false,false
Science & Technology,Use Behavioral Science to Read Others,James Clear,Small Habits that Make a Big Impact on Your Life,,false,true
Science & Technology,Use Behavioral Science to Read Others,Phil Ivey,Poker Strategy,,false,true
Science & Technology,Use Behavioral Science to Read Others,Daniel Negreanu,Poker,,false,false
Science & Technology,Use Behavioral Science to Read Others,John Douglas,Think Like an FBI Profiler,,false,false
Science & Technology,Use Science and Math to Solve Problems,Bill Nye,Science and Problem-Solving,,false,false
Science & Technology,Use Science and Math to Solve Problems,Terence Tao,Mathematical Thinking,,false,false
Science & Technology,Use Science and Math to Solve Problems,Chris Hadfield,Space Exploration,,false,false
Science & Technology,Use Science and Math to Solve Problems,John Douglas,Think Like an FBI Profiler,,false,false
Science & Technology,Use Science and Math to Solve Problems,Neil deGrasse Tyson,Scientific Thinking and Communication,,false,false
Sports & Athletics,Boost Athletic Prowess & Fitness,Joe Holder,Fitness and Wellness Fundamentals,,false,false
Sports & Athletics,Boost Athletic Prowess & Fitness,Serena Williams,Tennis,,false,true
Sports & Athletics,Boost Athletic Prowess & Fitness,Joan Benoit Samuelson,The Runner's Mindset,,false,false
Sports & Athletics,Boost Athletic Prowess & Fitness,Misty Copeland,Technique and Artistry,,false,false
Sports & Athletics,Boost Athletic Prowess & Fitness,Wayne Gretzky,The Athlete's Mindset,,false,false
Sports & Athletics,Boost Athletic Prowess & Fitness,Stephen Curry,"Shooting, Ball-Handling and Scoring",,false,false
Sports & Athletics,Boost Athletic Prowess & Fitness,Lewis Hamilton,A Winning Mindset,,false,false
Sports & Athletics,Boost Athletic Prowess & Fitness,Simone Biles,Gymnastics Fundamentals,,false,false
Sports & Athletics,Boost Athletic Prowess & Fitness,Dr. Peter Attia,Dr. Peter Attia,,false,false
Sports & Athletics,Get Tactical Sports Skills & Strategies,"Joe Fortenbaugh, Nick Kostos, Captain Jack Andrews, Gina Fiore, Rob...",Bet Smart: Top Sports Betting Strategies,,false,true
Sports & Athletics,Get Tactical Sports Skills & Strategies,Serena Williams,Tennis,,false,false
Sports & Athletics,Get Tactical Sports Skills & Strategies,Joan Benoit Samuelson,The Runner's Mindset,,false,false
Sports & Athletics,Get Tactical Sports Skills & Strategies,Wayne Gretzky,The Athlete's Mindset,,false,false
Sports & Athletics,Get Tactical Sports Skills & Strategies,Alex Honnold & Tommy Caldwell,Rock Climbing,,false,false
Sports & Athletics,Get Tactical Sports Skills & Strategies,Tony Hawk,Skateboarding,,false,true
Sports & Athletics,Get Tactical Sports Skills & Strategies,Stephen Curry,"Shooting, Ball-Handling and Scoring",,false,false
Sports & Athletics,Get Tactical Sports Skills & Strategies,Simone Biles,Gymnastics Fundamentals,,false,false
Sports & Athletics,Get Tactical Sports Skills & Strategies,"Angie Mar, Charles Gabriel, Quie Slobert, Stefano Secchi, Dale...",GOAT,,false,true
Sports & Athletics,Improve Your Mental Game,Robin Arzón,Mental Strength,,false,false
Sports & Athletics,Improve Your Mental Game,Serena Williams,Tennis,,false,false
Sports & Athletics,Improve Your Mental Game,Joan Benoit Samuelson,The Runner's Mindset,,false,false
Sports & Athletics,Improve Your Mental Game,Wayne Gretzky,The Athlete's Mindset,,false,false
Sports & Athletics,Improve Your Mental Game,Alex Honnold & Tommy Caldwell,Rock Climbing,,false,false
Sports & Athletics,Improve Your Mental Game,Jessie Krebs,Wilderness survival,,false,false
Sports & Athletics,Improve Your Mental Game,Tony Hawk,Skateboarding,,false,false
Sports & Athletics,Improve Your Mental Game,Copa 71,A Sports Documentary From Serena and Venus Williams,,false,true
Sports & Athletics,Improve Your Mental Game,Stephen Curry,"Shooting, Ball-Handling and Scoring",,false,false
Sports & Athletics,Improve Your Mental Game,Lewis Hamilton,A Winning Mindset,,false,false
Sports & Athletics,Improve Your Mental Game,Coach K,Values-Driven Leadership,,false,false
Sports & Athletics,Improve Your Mental Game,Simone Biles,Gymnastics Fundamentals,,false,false
Sports & Athletics,Improve Your Mental Game,Robin Roberts,Effective and Authentic Communication,,false,false
Sports & Athletics,Improve Your Mental Game,Phil Ivey,Poker Strategy,,false,false
Sports & Athletics,Improve Your Mental Game,Geno Auriemma,Leading Winning Teams,,false,false
Sports & Athletics,Improve Your Mental Game,Garry Kasparov,Chess,,false,true
Sports & Athletics,Lead & Unite Teams,Wayne Gretzky,The Athlete's Mindset,,false,false
Sports & Athletics,Lead & Unite Teams,Copa 71,A Sports Documentary From Serena and Venus Williams,,false,false
Sports & Athletics,Lead & Unite Teams,Lewis Hamilton,A Winning Mindset,,false,false
Sports & Athletics,Lead & Unite Teams,Coach K,Values-Driven Leadership,,false,false
Sports & Athletics,Lead & Unite Teams,Geno Auriemma,Leading Winning Teams,,false,false
Writing,Craft Compelling Stories,Mindy Kaling,Scripting Your Own Success,,false,false
Writing,Craft Compelling Stories,Margaret Atwood,Creative Writing,,false,true
Writing,Craft Compelling Stories,Dan Brown,Writing Thrillers,,false,true
Writing,Craft Compelling Stories,Amy Tan,"Fiction, Memory and Imagination",,false,true
Writing,Craft Compelling Stories,Joyce Carol Oates,The Art of the Short Story,,false,true
Writing,Craft Compelling Stories,Michael Lewis,Tell a Great Story,,false,false
Writing,Craft Compelling Stories,Issa Rae,Creating Outside the Lines,,false,false
Writing,Craft Compelling Stories,LeVar Burton,The Power of Storytelling,,false,false
Writing,Craft Compelling Stories,David Baldacci,Mystery and Thriller Writing,,false,true
Writing,Craft Compelling Stories,Walter Mosley,Fiction and Storytelling,,false,true
Writing,Craft Compelling Stories,Roxane Gay,Writing for Social Change,,false,false
Writing,Craft Compelling Stories,Salman Rushdie,Storytelling and Writing,,false,true
Writing,Craft Compelling Stories,Judy Blume,Writing,,false,true
Writing,Craft Compelling Stories,David Mamet,Dramatic Writing,,false,false
Writing,Craft Compelling Stories,Malcolm Gladwell,Writing,,false,true
Writing,Craft Compelling Stories,R.L. Stine,Writing for Young Audiences,,false,true
Writing,Craft Compelling Stories,James Patterson,Writing,,false,true
Writing,Edit Your Work & Get It Published,Margaret Atwood,Creative Writing,,false,false
Writing,Edit Your Work & Get It Published,Dan Brown,Writing Thrillers,,false,false
Writing,Edit Your Work & Get It Published,Amy Tan,"Fiction, Memory and Imagination",,false,false
Writing,Edit Your Work & Get It Published,Joyce Carol Oates,The Art of the Short Story,,false,false
Writing,Edit Your Work & Get It Published,N.K. Jemisin,Fantasy and Science Fiction Writing,,false,false
Writing,Edit Your Work & Get It Published,David Sedaris,Storytelling and Humour,,false,true
Writing,Edit Your Work & Get It Published,Aaron Sorkin,Screenwriting,,false,false
Writing,Edit Your Work & Get It Published,David Baldacci,Mystery and Thriller Writing,,false,false
Writing,Edit Your Work & Get It Published,Walter Mosley,Fiction and Storytelling,,false,false
Writing,Edit Your Work & Get It Published,Roxane Gay,Writing for Social Change,,false,false
Writing,Edit Your Work & Get It Published,Amanda Gorman,Writing and Performing Poetry,,false,false
Writing,Edit Your Work & Get It Published,Bob Woodward,Investigative Journalism,,false,false
Writing,Edit Your Work & Get It Published,Salman Rushdie,Storytelling and Writing,,false,false
Writing,Edit Your Work & Get It Published,Judy Blume,Writing,,false,false
Writing,Edit Your Work & Get It Published,Malcolm Gladwell,Writing,,false,false
Writing,Edit Your Work & Get It Published,James Patterson,Writing,,false,false
Writing,Express Yourself Through Poetry,Billy Collins,Reading and Writing Poetry,,false,true
Writing,Express Yourself Through Poetry,Walter Mosley,Fiction and Storytelling,,false,false
Writing,Express Yourself Through Poetry,Amanda Gorman,Writing and Performing Poetry,,false,false
Writing,Express Yourself Through Poetry,Joy Harjo,Poetic Thinking,,false,true
Writing,Highlight Diversity in Your Writing,Issa Rae,Creating Outside the Lines,,false,false
Writing,Highlight Diversity in Your Writing,N.K. Jemisin,Fantasy and Science Fiction Writing,,false,false
Writing,Highlight Diversity in Your Writing,Walter Mosley,Fiction and Storytelling,,false,false
Writing,Highlight Diversity in Your Writing,Roxane Gay,Writing for Social Change,,false,false
Writing,Highlight Diversity in Your Writing,"Angela Davis, Cornel West, Kimberlé Williams Crenshaw, Nikole...","Black History, Black Freedom, and Black Love",,false,true
Writing,Hone Your Writing Process & Voice,Mindy Kaling,Scripting Your Own Success,,false,false
Writing,Hone Your Writing Process & Voice,"Ethan Mollick, Allie K. Miller, Don Allen III, and Manuel Sainsily",Achieve More With GenAI,,false,false
Writing,Hone Your Writing Process & Voice,Margaret Atwood,Creative Writing,,false,false
Writing,Hone Your Writing Process & Voice,Dan Brown,Writing Thrillers,,false,false
Writing,Hone Your Writing Process & Voice,Amy Tan,"Fiction, Memory and Imagination",,false,false
Writing,Hone Your Writing Process & Voice,Joyce Carol Oates,The Art of the Short Story,,false,false
Writing,Hone Your Writing Process & Voice,Michael Lewis,Tell a Great Story,,false,false
Writing,Hone Your Writing Process & Voice,David Sedaris,Storytelling and Humour,,false,false
Writing,Hone Your Writing Process & Voice,Billy Collins,Reading and Writing Poetry,,false,false
Writing,Hone Your Writing Process & Voice,David Baldacci,Mystery and Thriller Writing,,false,false
Writing,Hone Your Writing Process & Voice,Walter Mosley,Fiction and Storytelling,,false,false
Writing,Hone Your Writing Process & Voice,Roxane Gay,Writing for Social Change,,false,false
Writing,Hone Your Writing Process & Voice,Bob Woodward,Investigative Journalism,,false,false
Writing,Hone Your Writing Process & Voice,Salman Rushdie,Storytelling and Writing,,false,false
Writing,Hone Your Writing Process & Voice,Judy Blume,Writing,,false,false
Writing,Hone Your Writing Process & Voice,David Mamet,Dramatic Writing,,false,false
Writing,Hone Your Writing Process & Voice,Malcolm Gladwell,Writing,,false,false
Writing,Hone Your Writing Process & Voice,R.L. Stine,Writing for Young Audiences,,false,false
Writing,Hone Your Writing Process & Voice,James Patterson,Writing,,false,false
Writing,Learn Worldbuilding & Genre Writing,Margaret Atwood,Creative Writing,,false,false
Writing,Learn Worldbuilding & Genre Writing,"Gloria Steinem, Kevin Smith, and Cornel West",Talking Shop,,false,true
Writing,Learn Worldbuilding & Genre Writing,Will Wright,Game Design and Theory,,false,false
Writing,Learn Worldbuilding & Genre Writing,The Duffer Brothers,Developing an Original TV Series,,false,false
Writing,Learn Worldbuilding & Genre Writing,N.K. Jemisin,Fantasy and Science Fiction Writing,,false,false
Writing,Learn Worldbuilding & Genre Writing,Salman Rushdie,Storytelling and Writing,,false,false
Writing,Learn Worldbuilding & Genre Writing,R.L. Stine,Writing for Young Audiences,,false,false
Writing,Overcome Writer's Block & Other Hurdles,Margaret Atwood,Creative Writing,,false,false
Writing,Overcome Writer's Block & Other Hurdles,Dan Brown,Writing Thrillers,,false,false
Writing,Overcome Writer's Block & Other Hurdles,Amy Tan,"Fiction, Memory and Imagination",,false,false
Writing,Overcome Writer's Block & Other Hurdles,David Baldacci,Mystery and Thriller Writing,,false,false
Writing,Overcome Writer's Block & Other Hurdles,Joy Harjo,Poetic Thinking,,false,false
Writing,Overcome Writer's Block & Other Hurdles,Judy Blume,Writing,,false,false
Writing,Overcome Writer's Block & Other Hurdles,R.L. Stine,Writing for Young Audiences,,false,false
Writing,Overcome Writer's Block & Other Hurdles,James Patterson,Writing,,false,false
Writing,Spark Creativity & Generate Ideas,Mindy Kaling,Scripting Your Own Success,,false,false
Writing,Spark Creativity & Generate Ideas,"Ethan Mollick, Allie K. Miller, Don Allen III, and Manuel Sainsily",Achieve More With GenAI,,false,false
Writing,Spark Creativity & Generate Ideas,David Lynch,Creativity and Film,,false,false
Writing,Spark Creativity & Generate Ideas,Amy Tan,"Fiction, Memory and Imagination",,false,false
Writing,Spark Creativity & Generate Ideas,Joyce Carol Oates,The Art of the Short Story,,false,false
Writing,Spark Creativity & Generate Ideas,The Duffer Brothers,Developing an Original TV Series,,false,false
Writing,Spark Creativity & Generate Ideas,David Sedaris,Storytelling and Humour,,false,false
Writing,Spark Creativity & Generate Ideas,Ava DuVernay,Reframe Your Thinking,,false,false
Writing,Spark Creativity & Generate Ideas,David Baldacci,Mystery and Thriller Writing,,false,false
Writing,Spark Creativity & Generate Ideas,Walter Mosley,Fiction and Storytelling,,false,false
Writing,Spark Creativity & Generate Ideas,Judy Blume,Writing,,false,false
Writing,Spark Creativity & Generate Ideas,David Mamet,Dramatic Writing,,false,false
Writing,Spark Creativity & Generate Ideas,R.L. Stine,Writing for Young Audiences,,false,false
Writing,Spark Creativity & Generate Ideas,James Patterson,Writing,,false,false
Writing,Study Journalism & Reporting,Margaret Atwood,Creative Writing,,false,false
Writing,Study Journalism & Reporting,George Stephanopoulos,Purposeful Communication,,false,false
Writing,Study Journalism & Reporting,Dan Brown,Writing Thrillers,,false,false
Writing,Study Journalism & Reporting,Michael Lewis,Tell a Great Story,,false,false
Writing,Study Journalism & Reporting,Aaron Sorkin,Screenwriting,,false,false
Writing,Study Journalism & Reporting,Robin Roberts,Effective and Authentic Communication,,false,false
Writing,Study Journalism & Reporting,David Baldacci,Mystery and Thriller Writing,,false,false
Writing,Study Journalism & Reporting,Ken Burns,Documentary Filmmaking,,false,false
Writing,Study Journalism & Reporting,Bob Woodward,Investigative Journalism,,false,false
Writing,Study Journalism & Reporting,Salman Rushdie,Storytelling and Writing,,false,false
Writing,Study Journalism & Reporting,Shonda Rhimes,Writing for Television,,false,false
Writing,Study Journalism & Reporting,Malcolm Gladwell,Writing,,false,false
Writing,Write Vivid Characters,Margaret Atwood,Creative Writing,,false,false
Writing,Write Vivid Characters,Amy Tan,"Fiction, Memory and Imagination",,false,false
Writing,Write Vivid Characters,Joyce Carol Oates,The Art of the Short Story,,false,false
Writing,Write Vivid Characters,N.K. Jemisin,Fantasy and Science Fiction Writing,,false,false
Writing,Write Vivid Characters,David Baldacci,Mystery and Thriller Writing,,false,false
Writing,Write Vivid Characters,Walter Mosley,Fiction and Storytelling,,false,false
Writing,Write Vivid Characters,Salman Rushdie,Storytelling and Writing,,false,false
Writing,Write Vivid Characters,Judy Blume,Writing,,false,false
Writing,Write Vivid Characters,David Mamet,Dramatic Writing,,false,false
Writing,Write Vivid Characters,Malcolm Gladwell,Writing,,false,false
Writing,Write Vivid Characters,R.L. Stine,Writing for Young Audiences,,false,false
Writing,Write Vivid Characters,James Patterson,Writing,,false,false
